schedule_id,slot_time_start,slot_time_end
40,16:30:00,17:00:00
41,13:00:00,13:30:00
41,13:30:00,14:00:00
41,14:00:00,14:30:00
41,14:30:00,15:00:00
41,15:00:00,15:30:00
41,15:30:00,16:00:00
41,16:00:00,16:30:00
41,16:30:00,17:00:00
42,10:00:00,10:30:00
42,10:30:00,11:00:00
42,11:00:00,11:30:00
42,11:30:00,12:00:00
42,12:00:00,12:30:00
42,12:30:00,13:00:00
42,13:00:00,13:30:00
42,13:30:00,14:00:00
43,08:00:00,08:30:00
43,08:30:00,09:00:00
43,09:00:00,09:30:00
43,09:30:00,10:00:00
43,10:00:00,10:30:00
43,10:30:00,11:00:00
43,11:00:00,11:30:00
43,11:30:00,12:00:00
44,13:00:00,13:30:00
44,13:30:00,14:00:00
44,14:00:00,14:30:00
44,14:30:00,15:00:00
44,15:00:00,15:30:00
44,15:30:00,16:00:00
44,16:00:00,16:30:00
44,16:30:00,17:00:00
45,10:00:00,10:30:00
45,10:30:00,11:00:00
45,11:00:00,11:30:00
45,11:30:00,12:00:00
45,12:00:00,12:30:00
45,12:30:00,13:00:00
45,13:00:00,13:30:00
45,13:30:00,14:00:00
46,09:00:00,09:30:00
46,09:30:00,10:00:00
46,10:00:00,10:30:00
46,10:30:00,11:00:00
46,11:00:00,11:30:00
46,11:30:00,12:00:00
46,12:00:00,12:30:00
46,12:30:00,13:00:00
47,09:00:00,09:30:00
47,09:30:00,10:00:00
47,10:00:00,10:30:00
47,10:30:00,11:00:00
47,11:00:00,11:30:00
47,11:30:00,12:00:00
47,12:00:00,12:30:00
47,12:30:00,13:00:00
48,10:00:00,10:30:00
48,10:30:00,11:00:00
48,11:00:00,11:30:00
48,11:30:00,12:00:00
48,12:00:00,12:30:00
48,12:30:00,13:00:00
48,13:00:00,13:30:00
48,13:30:00,14:00:00
49,08:00:00,08:30:00
49,08:30:00,09:00:00
49,09:00:00,09:30:00
49,09:30:00,10:00:00
49,10:00:00,10:30:00
49,10:30:00,11:00:00
49,11:00:00,11:30:00
49,11:30:00,12:00:00
50,08:00:00,08:30:00
50,08:30:00,09:00:00
50,09:00:00,09:30:00
50,09:30:00,10:00:00
50,10:00:00,10:30:00
50,10:30:00,11:00:00
50,11:00:00,11:30:00
50,11:30:00,12:00:00
51,09:00:00,09:30:00
51,09:30:00,10:00:00
51,10:00:00,10:30:00
51,10:30:00,11:00:00
51,11:00:00,11:30:00
51,11:30:00,12:00:00
51,12:00:00,12:30:00
51,12:30:00,13:00:00
52,10:00:00,10:30:00
52,10:30:00,11:00:00
52,11:00:00,11:30:00
52,11:30:00,12:00:00
52,12:00:00,12:30:00
52,12:30:00,13:00:00
52,13:00:00,13:30:00
52,13:30:00,14:00:00
53,08:00:00,08:30:00
53,08:30:00,09:00:00
53,09:00:00,09:30:00
53,09:30:00,10:00:00
53,10:00:00,10:30:00
53,10:30:00,11:00:00
53,11:00:00,11:30:00
53,11:30:00,12:00:00
54,10:00:00,10:30:00
54,10:30:00,11:00:00
54,11:00:00,11:30:00
54,11:30:00,12:00:00
54,12:00:00,12:30:00
54,12:30:00,13:00:00
54,13:00:00,13:30:00
54,13:30:00,14:00:00
55,08:00:00,08:30:00
55,08:30:00,09:00:00
55,09:00:00,09:30:00
55,09:30:00,10:00:00
55,10:00:00,10:30:00
55,10:30:00,11:00:00
55,11:00:00,11:30:00
55,11:30:00,12:00:00
56,09:00:00,09:30:00
56,09:30:00,10:00:00
56,10:00:00,10:30:00
56,10:30:00,11:00:00
56,11:00:00,11:30:00
56,11:30:00,12:00:00
56,12:00:00,12:30:00
56,12:30:00,13:00:00
57,09:00:00,09:30:00
57,09:30:00,10:00:00
57,10:00:00,10:30:00
57,10:30:00,11:00:00
57,11:00:00,11:30:00
57,11:30:00,12:00:00
57,12:00:00,12:30:00
57,12:30:00,13:00:00
58,10:00:00,10:30:00
58,10:30:00,11:00:00
58,11:00:00,11:30:00
58,11:30:00,12:00:00
58,12:00:00,12:30:00
58,12:30:00,13:00:00
58,13:00:00,13:30:00
58,13:30:00,14:00:00
59,09:00:00,09:30:00
59,09:30:00,10:00:00
59,10:00:00,10:30:00
59,10:30:00,11:00:00
59,11:00:00,11:30:00
59,11:30:00,12:00:00
59,12:00:00,12:30:00
59,12:30:00,13:00:00
60,08:00:00,08:30:00
60,08:30:00,09:00:00
60,09:00:00,09:30:00
60,09:30:00,10:00:00
60,10:00:00,10:30:00
60,10:30:00,11:00:00
60,11:00:00,11:30:00
60,11:30:00,12:00:00
61,08:00:00,08:30:00
61,08:30:00,09:00:00
61,09:00:00,09:30:00
61,09:30:00,10:00:00
61,10:00:00,10:30:00
61,10:30:00,11:00:00
61,11:00:00,11:30:00
61,11:30:00,12:00:00
62,13:00:00,13:30:00
62,13:30:00,14:00:00
62,14:00:00,14:30:00
62,14:30:00,15:00:00
62,15:00:00,15:30:00
62,15:30:00,16:00:00
62,16:00:00,16:30:00
62,16:30:00,17:00:00
63,09:00:00,09:30:00
63,09:30:00,10:00:00
63,10:00:00,10:30:00
63,10:30:00,11:00:00
63,11:00:00,11:30:00
63,11:30:00,12:00:00
63,12:00:00,12:30:00
63,12:30:00,13:00:00
64,08:00:00,08:30:00
64,08:30:00,09:00:00
64,09:00:00,09:30:00
64,09:30:00,10:00:00
64,10:00:00,10:30:00
64,10:30:00,11:00:00
64,11:00:00,11:30:00
64,11:30:00,12:00:00
65,10:00:00,10:30:00
65,10:30:00,11:00:00
65,11:00:00,11:30:00
65,11:30:00,12:00:00
65,12:00:00,12:30:00
65,12:30:00,13:00:00
65,13:00:00,13:30:00
65,13:30:00,14:00:00
66,09:00:00,09:30:00
66,09:30:00,10:00:00
66,10:00:00,10:30:00
66,10:30:00,11:00:00
66,11:00:00,11:30:00
66,11:30:00,12:00:00
66,12:00:00,12:30:00
66,12:30:00,13:00:00
67,09:00:00,09:30:00
67,09:30:00,10:00:00
67,10:00:00,10:30:00
67,10:30:00,11:00:00
67,11:00:00,11:30:00
67,11:30:00,12:00:00
67,12:00:00,12:30:00
67,12:30:00,13:00:00
68,13:00:00,13:30:00
68,13:30:00,14:00:00
68,14:00:00,14:30:00
68,14:30:00,15:00:00
68,15:00:00,15:30:00
68,15:30:00,16:00:00
68,16:00:00,16:30:00
68,16:30:00,17:00:00
69,09:00:00,09:30:00
69,09:30:00,10:00:00
69,10:00:00,10:30:00
69,10:30:00,11:00:00
69,11:00:00,11:30:00
69,11:30:00,12:00:00
69,12:00:00,12:30:00
69,12:30:00,13:00:00
70,10:00:00,10:30:00
70,10:30:00,11:00:00
70,11:00:00,11:30:00
70,11:30:00,12:00:00
70,12:00:00,12:30:00
70,12:30:00,13:00:00
70,13:00:00,13:30:00
70,13:30:00,14:00:00
71,10:00:00,10:30:00
71,10:30:00,11:00:00
71,11:00:00,11:30:00
71,11:30:00,12:00:00
71,12:00:00,12:30:00
71,12:30:00,13:00:00
71,13:00:00,13:30:00
71,13:30:00,14:00:00
72,08:00:00,08:30:00
72,08:30:00,09:00:00
72,09:00:00,09:30:00
72,09:30:00,10:00:00
72,10:00:00,10:30:00
72,10:30:00,11:00:00
72,11:00:00,11:30:00
72,11:30:00,12:00:00
73,08:00:00,08:30:00
73,08:30:00,09:00:00
73,09:00:00,09:30:00
73,09:30:00,10:00:00
73,10:00:00,10:30:00
73,10:30:00,11:00:00
73,11:00:00,11:30:00
73,11:30:00,12:00:00
74,09:00:00,09:30:00
74,09:30:00,10:00:00
74,10:00:00,10:30:00
74,10:30:00,11:00:00
74,11:00:00,11:30:00
74,11:30:00,12:00:00
74,12:00:00,12:30:00
74,12:30:00,13:00:00
75,10:00:00,10:30:00
75,10:30:00,11:00:00
75,11:00:00,11:30:00
75,11:30:00,12:00:00
75,12:00:00,12:30:00
75,12:30:00,13:00:00
75,13:00:00,13:30:00
75,13:30:00,14:00:00
